,B06009_001E,B06009_002E,B06009_003E,B06009_004E,B06009_005E,B06009_006E,B06010_001E,B06010_002E,B06010_004E,B06010_005E,B06010_006E,B06010_007E,B06010_008E,B06010_009E,B06010_010E,B06010_011E,B09010_001E,county,state
2599,1607,317,499,547,158,86,1831,259,414,241,226,184,202,119,73,113,487,125,48
2600,11512,1993,4250,3238,1414,617,13809,1838,2434,1378,1765,1593,2165,1090,401,1145,3630,287,48
2601,1263581,184105,301127,385090,264881,128378,1537652,228552,224636,115177,200086,169526,186610,147676,58645,206744,533565,439,48
2602,41873,8290,14942,13447,3221,1973,48447,17376,5779,4445,6352,4651,4240,2412,893,2299,11234,1,48
2603,104692,15875,30158,35517,16526,6616,127655,18920,18682,9991,15277,14903,16070,13242,5257,15313,44299,139,48
2604,9757,1494,3207,3273,1301,482,11532,1368,1927,1273,1545,1437,1002,1334,531,1115,3804,239,48
2605,36657,4370,10109,12679,6047,3452,42654,4455,7419,3857,7860,5693,5087,3132,1085,4066,9758,265,48
2606,16592,3044,6211,4844,1860,633,19602,2748,3653,1983,3218,2480,2146,1529,477,1368,6051,331,48
2607,9415,1730,3494,2441,1204,546,11019,1722,1549,1231,2063,1342,1482,831,212,587,3045,93,48
2608,11990,2759,4497,3288,1148,298,14196,3332,2726,1338,2438,1430,1294,706,259,673,3714,145,48
2609,4173,1332,1175,1053,412,201,5621,1105,1841,489,894,471,332,250,57,182,1985,47,48
2610,19933,3541,5940,6009,3075,1368,23464,3386,3441,2146,3153,2626,2820,2005,852,3035,7049,15,48
2611,341,200,89,30,11,11,418,114,87,15,78,65,24,22,0,13,164,261,48
2612,231828,41362,67676,74401,31165,17224,283709,40936,49670,27349,41456,31081,31054,23772,8721,29670,89856,355,48
2613,14213,2550,5189,3786,2137,551,16787,2493,2341,1562,2681,2061,2366,1486,448,1349,4893,89,48
2614,42404,9240,13741,13360,4160,1903,51728,9011,8375,4464,8054,4868,6038,4261,1596,5061,18242,409,48
2615,8196,1463,3308,2541,601,283,9309,1061,1594,1117,1731,936,1223,740,305,602,2363,379,48
2616,85467,7127,19032,32859,17818,8631,104231,10785,15905,7421,13875,11913,13578,11252,4672,14830,31445,381,48
2617,2418,489,617,782,391,139,2858,361,506,389,607,379,348,106,33,129,655,385,48
2618,4159,1100,1240,1193,449,177,4846,755,968,548,827,522,555,249,109,313,1168,411,48
2619,1963,505,415,645,305,93,2399,257,391,207,443,258,218,247,120,258,880,413,48
2620,779,110,351,151,103,64,858,90,97,101,112,122,116,62,69,89,329,431,48
2621,6946,2761,2074,1581,388,142,9076,1143,2942,1328,1664,924,388,419,43,225,3643,507,48
2622,14444,2819,4705,4577,1587,756,17291,2278,2957,1677,2305,1894,2230,1309,563,2078,5479,57,48
2623,4056,281,1155,1435,753,432,4753,603,753,280,695,439,611,401,188,783,1520,65,48
2624,1040,234,334,298,133,41,1187,91,212,110,262,196,155,54,15,92,281,155,48
2625,13711,2498,4812,4794,1200,407,15963,3492,2303,1749,2356,1698,1394,976,591,1404,4507,161,48
2626,5213,540,1831,1922,603,317,6173,813,1221,549,907,542,665,482,82,912,1617,175,48
2627,5868,988,1965,1579,982,354,6814,625,1351,842,1100,819,904,601,96,476,1675,193,48
2628,2797,630,950,813,301,103,3208,265,644,490,671,320,387,204,41,186,901,197,48
2629,5961,1465,2180,1611,545,160,7309,2079,1539,446,720,622,848,454,109,492,1676,335,48
2630,19787,5149,5956,5552,2192,938,24732,4621,3710,2257,4467,3303,2962,1340,503,1569,9519,449,48
2631,1136,220,347,320,197,52,1337,202,216,63,257,196,219,95,14,75,321,45,48
2632,13710,2111,5743,3470,1742,644,15936,1768,2319,1785,2660,1673,2242,1274,437,1778,4678,285,48
2633,52195,11968,20780,14582,3474,1391,63027,15562,10358,5292,7355,5605,6976,4523,2072,5284,20334,291,48
2634,8153,2528,2503,2077,696,349,9794,1574,1949,1118,1558,1118,991,619,224,643,3476,445,48
2635,42293,6359,14640,14038,5397,1859,50182,7855,7887,4547,6853,5349,5254,5150,1911,5376,15880,497,48
2636,23213,3468,5666,7633,4288,2158,33778,5153,7841,3035,4541,3754,3887,2567,732,2268,8542,143,48
2637,224410,27944,57147,72588,42804,23927,268411,50040,31903,17813,28894,25372,29395,25916,11142,47936,92582,39,48
2638,742,76,243,307,92,24,887,41,245,63,172,86,126,62,19,73,268,345,48
2639,2250,251,719,854,290,136,2896,312,759,286,395,347,302,212,82,201,685,129,48
2640,30432,7354,11414,7324,2926,1414,37034,5818,6467,3840,5691,3873,4046,3080,1043,3176,13409,13,48
2641,6131,1109,2287,1855,639,241,6865,988,1241,776,1019,806,963,470,86,516,1833,83,48
2642,9757,1909,3327,3224,948,349,11809,1428,2156,1379,2249,1376,1358,639,346,878,3773,353,48
2643,2455,1204,656,408,169,18,2946,669,954,373,331,257,142,88,69,63,904,229,48
2644,32337,5605,10374,9879,4251,2228,39236,6486,7598,3437,5443,4399,3525,3029,1283,4036,11393,325,48
2645,7213,1542,2613,2083,669,306,8843,1672,1466,808,1068,585,1040,691,435,1078,3193,475,48
2646,55862,9321,18926,17501,6711,3403,65434,9204,11341,6942,12099,7772,6790,4837,1851,4598,17427,213,48
2647,43624,6964,14779,13677,5859,2345,52452,9103,8658,4914,7484,6291,6175,3615,1602,4610,16923,203,48
2648,1638,343,592,445,170,88,1788,104,319,232,368,331,171,116,0,147,380,327,48
2649,33509,5146,11455,11186,4006,1716,39738,5145,7775,4190,6375,5184,4227,3069,997,2776,11689,277,48
2650,17974,3063,6876,4790,2412,833,20671,2471,3174,2133,2985,2676,2754,1586,743,2149,5190,149,48
2651,332250,23385,68056,107096,89380,44333,395309,53415,49597,25289,44897,42359,51352,40897,18417,69086,135634,491,48
2652,3330,560,1130,998,388,254,3788,312,805,425,599,490,595,220,130,212,829,267,48
2653,3257,725,1053,808,448,223,4071,644,603,276,695,448,358,358,149,540,1722,317,48
2654,33538,7348,12485,9594,3086,1025,38977,6815,7216,3802,6233,4226,4350,2453,829,3053,9671,373,48
2655,4936,996,1686,1658,438,158,5861,736,1079,646,914,673,684,517,110,502,1726,391,48
2656,37033,5981,12674,12219,4419,1740,43586,6134,7380,4214,7455,4678,5522,3154,1421,3628,12428,467,48
2657,26065,5390,9853,7096,2525,1201,32649,5501,5345,2946,5582,3808,3835,2060,1236,2336,9453,55,48
2658,8767,1821,2674,2939,1011,322,10513,1168,1958,1247,1769,1572,1283,780,231,505,2929,487,48
2659,2352,696,757,640,179,80,2854,503,529,255,268,202,352,224,130,391,1069,383,48
2660,4877,1452,1364,1325,517,219,6109,1016,1310,542,630,484,522,508,283,814,2797,501,48
2661,20977,5155,7083,5357,2324,1058,26568,5212,5054,2546,3350,3477,3202,1728,620,1379,9559,189,48
2662,16398,4012,5579,4306,1754,747,20037,3640,3979,1871,3332,2199,2143,1461,329,1083,6808,419,48
2663,8888,1482,3475,2707,934,290,10475,1535,2196,1265,1747,1147,1247,619,213,506,2466,387,48
2664,6993,1504,2515,1636,1063,275,8271,1355,1470,809,1459,1087,769,552,149,621,2431,399,48
2665,19122,3271,9267,4659,1428,497,22342,3372,4461,2691,3785,2163,2627,1093,484,1666,6085,407,48
2666,2673,614,785,746,460,68,3121,564,412,148,538,232,369,235,108,515,989,435,48
2667,74694,11731,21625,23534,12276,5528,93498,12057,14327,9420,15414,12680,11209,7109,2881,8401,27543,451,48
2668,27470,4535,9286,9012,3255,1382,32387,5054,5720,2969,5290,3653,3611,2515,1022,2553,9704,459,48
2669,59263,10071,18356,19257,7819,3760,71796,8567,12288,7082,10614,8356,8252,6374,2145,8118,23500,469,48
2670,26108,5658,8069,7360,3477,1544,38615,7078,8012,3189,5205,3849,4054,2901,969,3358,11632,473,48
2671,26830,5662,8726,8419,2560,1463,32424,4926,5118,3830,4724,4096,3343,2658,975,2754,10807,481,48
2672,83946,11619,26679,26862,12916,5870,106742,16854,19617,11117,15987,12576,12577,7729,2658,7627,29687,485,48
2673,31631,4794,11156,9519,4199,1963,37816,5853,5997,2923,4547,3640,4267,3682,1622,5285,11660,493,48
2674,417,23,112,120,116,46,462,52,40,43,46,39,85,58,15,84,167,33,48
2675,14313,3250,4079,5032,1313,639,18129,2594,3681,1731,2428,2122,2280,1457,345,1491,6153,219,48
2676,7653,1370,2973,2232,778,300,8573,1466,1599,947,1363,886,1006,587,142,577,1898,315,48
2677,32205,13132,6768,8498,2808,999,42252,8714,10300,4645,6562,3346,3010,2014,834,2827,18409,323,48
2678,99639,16226,25416,31264,19394,7339,121835,17193,16137,8053,14408,11810,14416,11364,5058,23396,44598,329,48
2679,85080,10039,26722,31102,11483,5734,101230,12586,17313,9540,15221,12686,12774,8516,3038,9556,29999,181,48
2680,8735,1880,3032,2839,722,262,10065,2140,1775,892,1537,986,1045,686,100,904,2394,297,48
2681,16163,2187,4281,5398,2981,1316,17804,1484,3589,2058,3115,1861,1795,1164,429,2309,2928,299,48
2682,19131,3177,6672,6112,2239,931,22667,2948,4505,2446,3636,2790,2200,1488,785,1869,6634,363,48
2683,23829,3535,8264,8163,2603,1264,27928,4963,4689,2703,4057,3449,3136,2384,663,1884,7136,147,48
2684,10281,2511,3737,2624,1031,378,12387,3651,1846,927,1211,1098,1272,913,372,1097,3029,255,48
2685,14430,2774,5923,3768,1423,542,16606,3364,2461,1765,2415,1627,1772,996,506,1700,4621,123,48
2686,111064,15693,22167,29213,23839,20152,176747,27384,42933,15136,24158,17315,17788,11420,4476,16137,44077,41,48
2687,9547,1230,3815,2973,1080,449,11038,2171,1732,1102,1650,1302,1332,766,250,733,3268,59,48
2688,21048,2949,9612,5271,2248,968,24510,4157,3714,2522,4493,2722,3111,1797,575,1419,6861,67,48
2689,10902,4171,3289,2224,798,420,13857,2885,2225,1146,1625,1457,1371,1240,458,1450,7093,165,48
2690,79339,12318,22892,27973,11233,4923,96369,12355,18328,9768,14876,10988,11132,7341,3222,8359,31855,183,48
2691,15296,3002,4997,5338,1508,451,18038,3418,2976,1560,2661,1850,2024,1538,533,1478,5847,179,48
2692,9671,2102,3701,2606,921,341,11620,4599,1392,1139,1100,1016,921,555,191,707,2728,313,48
2693,174904,25357,45271,54139,31162,18975,237533,31360,48669,21178,35375,25951,28091,17398,6957,22554,71683,303,48
2694,6105,1204,2600,1605,415,281,7306,1522,1346,556,964,604,787,595,278,654,1887,237,48
2695,73684,10342,24568,23553,10175,5046,88457,12496,14765,7157,10464,9450,11481,9584,3160,9900,31828,257,48
2696,27557,1897,6126,8785,7464,3285,32703,3798,5089,2418,3985,3669,3491,2850,1282,6121,9540,259,48
2697,12842,2033,4584,3856,1596,773,14762,1778,2486,1616,2663,1693,1837,1117,426,1146,3902,35,48
2698,3829,1001,989,1174,489,176,4629,681,741,626,591,568,608,286,99,429,1616,153,48
2699,1197716,194696,304405,371056,208782,118777,1480166,230051,256902,131338,210215,168251,167151,120480,46191,149587,492073,29,48
2700,4338,1289,1196,1229,478,146,5486,1057,970,728,749,719,692,143,151,277,2057,17,48
2701,24857,3523,7483,8749,3492,1610,30274,6215,4031,2157,3285,2957,2368,2600,1308,5353,10993,71,48
2702,2559,312,825,787,515,120,2936,359,514,322,581,335,354,136,64,271,782,23,48
2703,202550,18854,54080,80559,32377,16680,256729,38504,40581,20557,37500,31438,34123,22168,8391,23467,93417,27,48
2704,243247,82254,60972,58134,29742,12145,310732,76012,62471,34963,48363,27420,24987,16103,5604,14809,131392,61,48
2705,506132,40369,93186,153113,148204,71260,614236,80572,84301,38192,67417,61008,72470,62033,27121,121122,200133,121,48
2706,55998,6123,21599,19487,6754,2035,66622,10149,10659,6135,8912,6767,7974,5767,2326,7933,20797,361,48
2707,14177,2057,4640,5534,1412,534,17027,2504,3139,1819,2409,1461,1777,1455,559,1904,5640,233,48
2708,23225,3586,6893,7192,3876,1678,28549,4238,4598,2504,4816,3171,3200,2349,939,2734,7298,477,48
2709,8873,1044,3465,2942,893,529,10139,1448,1468,1144,1927,1316,1193,645,371,627,2884,343,48
2710,6435,1464,2106,1782,712,371,7661,1173,1661,730,1047,830,893,528,128,671,2081,429,48
2711,4590,1394,1311,1396,380,109,5823,1090,1138,507,607,490,703,400,231,657,2341,495,48
2712,2864864,557598,668154,764871,559393,314848,3494885,620983,501657,273629,482575,363405,374994,286148,118224,473270,1223744,201,48
2713,10390,2642,3872,2858,663,355,12957,2066,2208,1087,1230,1436,1316,1120,626,1868,5480,3,48
2714,31237,3974,9632,10110,4998,2523,37077,4400,5723,4092,6138,4389,4708,2842,971,3814,9779,53,48
2715,19001,1919,5673,5054,4621,1734,21723,1957,4094,1867,3319,2412,3031,1692,746,2605,5172,171,48
2716,13194,3533,4730,3188,1278,465,15971,2449,2580,1511,2674,2124,1804,1139,525,1165,5550,177,48
2717,1621762,351604,364902,416641,311327,177288,1976883,326206,278102,158412,296269,235070,231266,158864,61193,231501,681979,113,48
2718,3809,879,1238,1046,523,123,4492,580,749,421,771,469,569,376,216,341,1531,305,48
2719,401,62,160,96,49,34,448,66,39,31,99,77,25,53,16,42,170,311,48
2720,12231,2128,4222,3481,1636,764,14537,1995,2387,1504,2266,1682,1750,1264,391,1298,4422,503,48
2721,8034,3583,2013,1519,651,268,10240,1814,2949,970,1506,827,773,549,227,625,4883,505,48
2722,104312,16574,34442,33965,13984,5347,125593,20642,17666,10627,16071,13297,17675,12132,4810,12673,41987,251,48
2723,39783,4401,11741,13180,7260,3201,45628,5793,6368,4385,6610,5099,5744,3856,1719,6054,11784,221,48
2724,23983,4069,8749,7006,2796,1363,28317,3939,5070,3077,4347,3444,3074,2229,865,2272,9046,223,48
2725,148119,23695,41418,49083,21969,11954,195032,28216,36745,19507,31203,21716,21681,14670,5613,15681,60617,309,48
2726,6192,1511,1854,1696,849,282,7706,1196,1563,683,1048,780,783,541,251,861,3314,357,48
2727,207,41,69,56,30,11,223,12,19,11,34,57,40,25,4,21,73,269,48
2728,2452,433,863,654,383,119,2882,346,529,319,496,334,373,226,97,162,1028,275,48
2729,33664,6987,10506,10076,4229,1866,40617,7723,7130,4077,6132,5169,4269,2585,786,2746,13152,73,48
2730,2868,1118,810,617,237,86,3433,1421,472,256,369,296,266,165,18,170,543,95,48
2731,3591,534,1256,1177,454,170,4213,690,859,384,570,532,441,272,79,386,1171,119,48
2732,1605,402,474,398,308,23,1854,222,499,281,207,222,125,104,62,132,315,137,48
2733,12529,2135,4366,4434,1032,562,15107,2447,3197,1659,3012,1899,1221,700,251,721,3750,133,48
2734,14706,3296,5864,3943,1315,288,17074,5638,3692,1375,1866,1348,1232,720,231,972,3514,253,48
2735,1768,360,260,506,326,316,1900,206,239,203,423,243,246,162,45,133,353,243,48
2736,3190,906,1056,868,279,81,4010,723,943,537,639,342,335,145,91,255,1567,247,48
2737,25713,6946,9328,6541,2246,652,31562,5976,6375,3936,4629,2869,2533,2048,936,2260,11700,249,48
2738,348041,43176,83779,103723,77686,39677,417055,67264,56404,31021,50879,37462,44261,36762,15887,77115,142592,339,48
2739,4378,1391,1279,1167,367,174,5330,780,981,537,691,887,608,327,145,374,2208,111,48
2740,6561,2344,2015,1541,400,261,8088,1352,2275,953,1338,333,882,410,120,425,3259,127,48
2741,147331,49124,39615,32925,18078,7589,193020,51626,36898,19142,26949,17550,14791,11358,3450,11256,91289,479,48
2742,453117,46565,77798,121619,129438,77697,547414,103844,71676,32149,55426,43545,53680,50663,20199,116232,198650,157,48
2743,1400,141,345,584,237,93,1601,145,200,188,194,180,239,184,92,179,417,11,48
2744,4738,1312,1504,1288,414,220,5885,1073,1074,473,826,878,659,458,108,336,2344,69,48
2745,1051,65,427,403,95,61,1268,182,191,146,142,121,101,147,55,183,369,235,48
2746,17405,3852,3981,5376,2897,1299,25115,4388,6111,2566,3477,2051,2281,1796,706,1739,7672,273,48
2747,13593,4699,4990,2674,930,300,17338,5570,3865,1987,1883,1431,1048,777,195,582,5382,489,48
2748,26188,3566,7715,8962,4098,1847,31370,3761,4471,2322,4987,4269,4085,2776,1297,3402,9260,97,48
2749,3723,929,1341,970,387,96,4538,622,942,540,816,539,517,276,91,195,1620,107,48
2750,8404,2304,3029,2002,771,298,10333,2457,2137,811,1336,1059,923,611,285,714,3250,115,48
2751,2743,460,855,935,368,125,3236,353,664,322,358,456,456,252,90,285,805,151,48
2752,7395,2388,2450,1916,394,247,9010,1444,2034,1067,1475,862,862,622,200,444,2878,131,48
2753,12293,2288,5009,3179,1129,688,14315,1938,2285,1500,2038,1644,1800,1243,481,1386,3994,51,48
2754,8208,825,2470,2576,1453,884,9424,1217,1164,1075,1580,1203,974,889,322,1000,2067,31,48
2755,23929,3375,10719,7052,1653,1130,28247,5639,4839,2848,4460,2920,2580,2006,637,2318,8601,241,48
2756,168757,27391,55612,53893,21920,9941,203902,40553,33387,17878,28497,20185,23061,14915,5633,19793,60307,245,48
2757,2662,683,907,767,237,68,3016,494,491,401,464,253,382,308,52,171,703,271,48
2758,1159,140,337,375,227,80,1538,279,288,114,193,175,170,120,24,175,301,359,48
2759,11084,2990,3547,2974,1186,387,13898,2047,2466,1300,1816,1874,1889,1163,425,918,5979,117,48
2760,214058,25753,53959,71255,41264,21827,255768,38760,39251,20846,31879,24183,25053,21557,9291,44948,79005,167,48
2761,503599,116517,121262,154271,76291,35258,639954,126605,123732,66244,97100,64865,64222,41386,14751,41049,234227,141,48
2762,5094,1613,2002,709,548,222,6123,1256,1243,540,1151,703,413,265,95,457,1579,283,48
2763,597,43,175,193,152,34,689,53,101,51,102,83,75,76,19,129,264,393,48
2764,561,107,160,197,54,43,586,78,120,63,99,68,66,32,19,41,150,443,48
2765,15046,2319,6293,4614,1472,348,18102,4261,3206,1842,2530,1493,1942,1101,274,1453,4041,457,48
2766,16679,4807,4082,5269,1823,698,20788,2977,4471,2435,3430,2438,2511,1174,224,1128,7466,463,48
2767,3748,786,1146,1268,429,119,4360,599,663,419,639,500,566,451,122,401,1456,483,48
2768,63181,7940,22521,20561,8340,3819,75259,14026,12018,7495,11550,9210,7713,5391,2289,5567,22239,37,48
2769,6171,544,2059,2113,1122,333,7264,788,920,754,1121,908,939,699,325,810,1952,9,48
2770,6737,1003,1523,1804,1492,915,7615,796,1457,745,1399,943,951,476,205,643,1838,43,48
2771,496,113,121,144,86,32,548,50,105,64,61,52,95,72,14,35,143,263,48
2772,465095,168882,107747,105473,59522,23471,603493,144142,134853,66299,83694,52017,49059,32161,12445,28823,281377,215,48
2773,144635,21902,35519,50813,25104,11297,176306,26403,30227,16460,27622,18790,21738,13514,4754,16798,55034,423,48
2774,5975,892,1806,2080,822,375,7024,894,1279,648,963,826,876,481,238,819,1968,425,48
2775,2460,605,858,778,166,53,2983,551,451,214,503,334,408,124,180,218,1002,105,48
2776,7663,796,2448,2777,1241,401,9330,1102,1916,798,1385,959,1049,816,350,955,3948,27,49
2777,36102,2928,10907,14114,5980,2173,45409,7061,7190,3165,4959,4869,6511,4761,2263,4630,21505,45,49
2778,98391,7467,23021,40244,17275,10384,119610,15390,22210,11039,19267,14573,14006,9211,3617,10297,42741,53,49
2779,5029,310,1306,2055,846,512,5904,388,1363,532,912,802,674,571,236,426,1699,25,49
2780,26377,1656,3816,6785,8638,5482,31346,3563,4223,1981,3210,2858,3387,3124,1532,7468,10224,43,49
2781,6556,585,1774,2375,1136,686,7720,554,1173,806,1543,988,1407,428,274,547,2121,19,49
2782,1359,216,498,337,252,56,1520,263,380,158,155,175,238,91,13,47,392,31,49
2783,1392,26,437,612,251,66,1673,450,318,81,241,179,105,92,59,148,749,33,49
2784,17356,1215,3267,6161,4524,2189,21296,2610,3462,1483,2688,2266,2283,2540,783,3181,9552,51,49
2785,3800,351,1472,1275,486,216,4699,620,926,292,731,599,613,428,136,354,2063,1,49
2786,30559,1995,9610,12024,4902,2028,37985,5174,7490,3223,4694,4322,4884,3519,1185,3494,16840,3,49
2787,26912,2028,6662,10493,5330,2399,36649,5711,8333,4067,5033,3973,3777,2735,863,2157,14043,21,49
2788,16713,1822,4560,7126,2109,1096,22631,4364,6056,1905,3102,2186,2086,1272,544,1116,7546,39,49
2789,12873,1291,4116,5302,1429,735,15739,2011,3480,1597,2384,1561,1913,1143,599,1051,6262,41,49
2790,280797,16980,44880,108412,76063,34462,407485,66486,93771,33995,48227,36956,39829,29031,13024,46166,198181,49,49
2791,149578,14810,43657,55287,24534,11290,184680,23411,30977,14626,26150,22834,24865,17210,6680,17927,70635,57,49
2792,11586,1455,4166,4282,1203,480,14318,2429,2406,1292,1720,1382,1479,1346,610,1654,6906,13,49
2793,8813,1438,2743,3106,972,554,11211,2713,2562,851,1406,1030,1099,653,284,613,4802,37,49
2794,689802,67727,156804,233372,147726,84173,844916,106740,131383,64720,112241,103732,109663,74574,32138,109725,309752,35,49
2795,20749,2927,7291,7565,2165,801,25810,3618,5473,2232,2783,2531,3139,1710,1009,3315,12269,47,49
2796,494,24,214,210,35,11,572,38,159,42,60,39,45,20,31,138,145,9,49
2797,193263,8464,40788,73994,47983,22034,241438,32727,42258,16416,28722,24455,28458,23239,10124,35039,110597,11,49
2798,1795,204,427,697,330,137,2125,208,433,270,373,221,242,106,133,139,722,55,49
2799,13094,1351,3629,6062,1440,612,15960,1833,3318,1537,2425,2048,1661,1395,540,1203,5432,7,49
2800,6356,424,2066,2910,741,215,7706,1060,1460,740,1080,789,1007,577,363,630,3224,15,49
2801,6208,172,1096,2456,1593,891,7799,1378,1326,515,719,469,903,743,319,1427,3907,29,49
2802,60112,4055,12811,21079,14861,7306,88804,12558,20488,8313,12883,9220,9773,5867,2583,7119,37018,5,49
2803,3375,296,1128,1239,534,178,4076,479,881,432,677,445,505,241,152,264,1176,17,49
2804,5986,453,2218,2310,718,287,7604,1021,1677,700,1073,862,867,502,309,593,3726,23,49
2805,43156,3555,14983,11685,8137,4796,51030,4571,8264,4834,8302,7092,7532,4743,1655,4037,10748,21,50
2806,19590,2436,7505,5338,2687,1624,22530,2052,3974,2588,3887,3028,3108,1918,458,1517,5395,19,50
