,B06009_001E,B06009_002E,B06009_003E,B06009_004E,B06009_005E,B06009_006E,B06010_001E,B06010_002E,B06010_004E,B06010_005E,B06010_006E,B06010_007E,B06010_008E,B06010_009E,B06010_010E,B06010_011E,B09010_001E,county,state
2335,31679,7452,12930,7732,2329,1236,37656,6014,6785,4684,6937,4579,4281,2216,689,1471,10467,25,45
2336,47073,7820,14503,13779,7105,3866,56606,7797,10821,6758,9505,6203,6657,4119,1322,3424,15991,47,45
2337,19161,4057,6692,5572,1894,946,22246,3177,4320,2499,4073,3034,2582,1138,363,1060,5852,53,45
2338,226485,24276,74237,75939,34246,17787,261259,26926,43250,31452,47171,35279,32950,19104,7104,18023,58913,51,45
2339,43847,6101,16033,12752,5489,3472,51444,8450,7961,4946,7458,6271,7035,4469,1681,3173,14937,55,45
2340,12389,2760,5260,2929,979,461,14727,3475,3148,1721,2145,1567,1230,669,175,597,3808,61,45
2341,59344,9440,19082,18872,7166,4784,72578,12781,15545,8516,11308,7668,7691,4125,1464,3480,19947,75,45
2342,199413,30135,57998,63802,30238,17240,239981,31626,41576,24001,40638,28730,29919,18883,6455,18153,69673,83,45
2343,17110,3687,5864,5042,1708,809,20495,2886,4427,2567,3692,2282,2427,1074,429,711,5226,1,45
2344,9902,2086,3156,2769,1245,646,12413,2355,2305,1480,1823,1649,1318,578,261,644,2946,9,45
2345,126904,9262,28276,38806,29771,20789,149458,14314,21702,13234,23412,19636,19872,12464,5405,19419,35157,13,45
2346,10738,1536,4190,3053,1260,699,12406,1733,2301,1208,1926,1367,1786,823,194,1068,2985,17,45
2347,20367,5416,7496,5181,1574,700,24341,4594,5230,3264,4456,2380,2117,1312,386,602,7997,33,45
2348,14049,3090,4984,3686,1554,735,16450,2754,2724,1992,2972,2161,1751,863,376,857,4496,81,45
2349,251220,23536,56087,76837,57016,37744,331864,38547,66139,29466,46107,38541,42320,26113,10667,33964,87203,79,45
2350,16425,2870,6370,4290,2103,792,19192,3367,3384,2157,3396,2386,2032,975,427,1068,4573,39,45
2351,13920,2574,6044,3677,1069,556,16392,2929,2801,2028,3106,2343,1793,612,333,447,4468,49,45
2352,330804,42136,82263,96155,70027,40223,394237,52795,63314,35777,57754,46761,47890,31775,13307,44864,114704,45,45
2353,61355,8825,20171,16981,10066,5312,70767,10706,10623,7363,10789,8604,8614,5504,2185,6379,18947,57,45
2354,100767,10089,28130,34920,17690,9938,120214,17348,18592,9712,16093,13766,15317,12215,4319,12852,38171,35,45
2355,92623,14743,30457,26556,13549,7318,110726,16601,19854,11385,17792,13538,12916,7632,2942,8066,33398,41,45
2356,45268,8975,15764,13911,4320,2298,54241,6998,10292,7144,10356,6204,6211,3812,1024,2200,14669,59,45
2357,7963,1599,2502,2323,1073,466,8723,1955,1285,1184,1405,846,782,558,250,458,1142,65,45
2358,76092,11669,23033,23459,10740,7191,102007,13067,22782,10196,16532,11737,11166,6501,2329,7697,23570,77,45
2359,19686,3717,7775,5729,1566,899,22959,2553,4440,3018,4189,2927,2746,1700,482,904,5828,87,45
2360,22550,4490,9229,5991,1910,930,26567,5293,5722,3384,4122,3013,2643,1226,460,704,6935,89,45
2361,1819,225,623,604,305,62,2189,168,329,127,332,307,411,251,64,200,633,3,46
2362,5027,485,2101,1692,637,112,5848,422,999,409,805,920,1096,557,158,482,1589,51,46
2363,3858,408,1511,1086,643,210,4483,426,876,354,639,666,740,311,64,407,1237,123,46
2364,1889,289,590,598,300,112,2416,583,436,318,304,256,214,113,93,99,1004,71,46
2365,120239,9712,33243,40153,26035,11096,144074,8962,21330,10709,20797,22619,25587,15241,5326,13503,46038,99,46
2366,6739,417,2125,2544,1254,399,7442,735,1165,588,1110,1066,1133,780,203,662,1202,33,46
2367,1011,74,471,268,158,40,1154,125,199,92,174,145,128,143,22,126,288,69,46
2368,2440,229,988,784,345,94,2889,202,476,325,523,420,378,209,132,224,863,25,46
2369,1664,132,572,516,294,150,1886,118,299,199,360,216,256,191,98,149,488,49,46
2370,4987,644,1721,1439,906,277,5846,367,1179,529,891,747,954,545,173,461,1693,67,46
2371,3608,336,1335,1136,580,221,4113,199,582,410,613,618,646,414,187,444,1064,77,46
2372,3938,450,1525,1083,655,225,4521,375,682,415,801,787,617,293,149,402,1263,129,46
2373,1030,222,411,305,75,17,1398,343,395,115,200,145,103,61,3,33,789,17,46
2374,6954,348,1558,1623,1887,1538,11891,647,4138,1369,1388,1089,1366,730,278,886,2387,27,46
2375,3999,369,1587,1300,575,168,4545,233,890,417,829,544,769,349,118,396,1182,37,46
2376,3096,476,1122,1046,330,122,3966,978,760,283,505,442,459,261,81,197,2016,41,46
2377,2056,273,706,689,261,127,2359,126,406,228,467,315,359,224,47,187,700,43,46
2378,883,54,274,283,213,59,1054,81,187,104,157,92,161,142,36,94,288,63,46
2379,12152,1116,3337,3518,2909,1272,14025,987,1955,930,1851,1589,2888,1662,594,1569,4185,65,46
2380,1744,321,555,601,203,64,1967,82,540,169,376,255,160,171,49,165,461,89,46
2381,6475,765,2410,2170,770,360,7825,594,1575,820,1230,1073,1069,643,177,644,2877,109,46
2382,1683,151,634,587,240,71,1955,86,295,158,328,340,323,175,46,204,490,111,46
2383,936,47,311,345,197,36,1108,64,162,76,141,130,219,118,50,148,331,119,46
2384,34099,1695,7049,11388,9626,4341,40020,2711,4801,2152,4475,5618,7189,4712,1916,6446,15301,83,46
2385,2362,179,745,858,445,135,2702,200,378,239,403,352,491,252,124,263,701,59,46
2386,8271,561,2723,2368,1924,695,10047,399,2126,1127,1138,1371,1597,859,387,1043,2702,79,46
2387,17197,1073,5409,5406,3535,1774,21231,1171,4175,1820,3733,3224,2874,1519,727,1988,4475,81,46
2388,15859,1407,5078,5008,2792,1574,18673,1663,3361,1763,2953,2445,2701,1612,513,1662,4784,135,46
2389,18824,1563,6940,6246,3336,739,22329,1191,3157,2143,3780,3680,3980,1956,556,1886,6789,29,46
2390,12066,2026,3892,3789,1919,440,13923,1075,2293,1147,2092,2354,1992,1468,526,976,4781,5,46
2391,7006,683,2879,1986,1164,294,8170,552,1705,873,1379,936,1224,795,161,545,2457,19,46
2392,2311,419,791,691,350,60,2911,720,755,249,358,269,255,130,70,105,1474,31,46
2393,13256,1212,3783,5086,2356,819,16034,823,2971,1513,2513,1940,2936,1574,466,1298,4428,35,46
2394,2724,254,981,808,463,218,3200,266,431,355,349,459,559,276,162,343,943,45,46
2395,1091,100,446,287,214,44,1211,103,139,135,172,186,195,99,25,157,310,21,46
2396,1480,153,636,405,214,72,1611,64,262,191,234,236,244,174,20,186,466,73,46
2397,1907,391,601,585,272,58,2404,479,535,202,337,266,302,162,42,79,1219,7,46
2398,1437,138,567,476,198,58,1647,198,321,193,233,203,237,84,49,129,528,55,46
2399,2111,145,768,609,324,265,2402,75,304,222,279,473,442,288,73,246,689,117,46
2400,599,46,263,195,76,19,643,26,106,70,142,83,100,61,13,42,117,75,46
2401,17665,938,5809,6549,3261,1108,21558,1344,3573,1820,3708,2923,3754,2051,806,1579,6459,93,46
2402,1709,130,678,521,266,114,1918,84,319,178,293,322,338,164,20,200,472,107,46
2403,5782,412,2013,2052,945,360,6625,378,1110,550,1015,883,1180,763,179,567,1939,125,46
2404,25488,2015,7810,8317,5155,2191,30981,2098,5184,2279,4304,4302,5694,3148,1008,2964,9125,13,46
2405,5747,732,2160,1865,728,262,7001,928,1407,754,1087,850,908,450,117,500,2724,23,46
2406,2070,157,751,710,360,92,2490,259,379,252,370,300,455,206,78,191,1087,61,46
2407,3639,424,1222,1211,575,207,4258,268,635,414,594,619,740,485,99,404,1498,87,46
2408,3266,284,1074,1137,593,178,3779,247,618,314,569,551,608,377,163,332,1158,91,46
2409,1263,231,479,361,166,26,1486,334,325,183,216,156,139,75,15,43,632,95,46
2410,4398,446,1431,1468,841,212,5126,438,802,408,765,766,835,557,153,402,1548,101,46
2411,2106,175,813,709,276,133,2449,132,470,270,310,386,406,211,35,229,629,105,46
2412,73154,4739,20236,26560,14214,7405,86541,5744,14596,8429,14328,11536,13199,7878,2744,8087,25336,103,46
2413,4903,1080,1385,1642,515,281,6543,1784,1640,616,693,680,657,251,30,192,4017,121,46
2414,10188,881,2989,3197,1964,1157,11939,954,1644,815,1479,1519,1624,1462,502,1940,3671,127,46
2415,1556,163,591,490,234,78,1762,120,276,178,306,249,254,171,42,166,585,97,46
2416,2437,253,929,818,332,105,2963,317,613,266,578,330,395,232,81,151,1100,85,46
2417,1574,262,618,460,192,42,2060,543,494,194,199,229,221,84,32,64,956,137,46
2418,3016,294,1254,863,458,147,3460,216,502,303,400,648,568,348,146,329,990,39,46
2419,4477,356,1676,1464,752,229,5248,424,736,418,875,842,869,412,156,516,1495,115,46
2420,5113,574,1880,1689,660,310,5960,690,1404,588,715,794,860,404,113,392,1258,9,46
2421,3549,476,993,1177,642,261,4143,367,655,446,613,727,555,382,87,311,1317,15,46
2422,17794,702,4888,5011,4629,2564,27901,1654,7048,2919,3829,2707,4140,2282,796,2526,6801,11,46
2423,5172,336,1620,2027,944,245,5810,327,1176,501,853,821,1024,386,261,461,1222,47,46
2424,2965,372,1039,928,509,117,3367,204,575,470,570,482,439,267,104,256,992,53,46
2425,3568,264,1516,1017,597,174,4321,336,564,383,672,609,750,439,145,423,1869,57,46
2426,7179,1750,1797,2741,680,211,9758,3006,2986,768,960,848,595,377,95,123,5336,102,46
2427,19385,3674,8043,4606,1931,1131,23122,3375,4670,2974,3714,2516,2938,1499,551,885,6004,17,47
2428,10863,1653,4477,2943,983,807,13946,2442,2621,1469,2123,1697,1652,922,326,694,3904,23,47
2429,8390,1399,3718,2307,656,310,9630,1467,1847,1168,1533,1297,1026,561,287,444,2470,39,47
2430,464026,55568,106573,120460,114156,67269,553638,58918,84390,45126,81071,72395,80724,48801,17912,64301,144817,37,47
2431,8551,1897,3994,1971,409,280,9852,1549,1894,1478,1944,1067,973,475,137,335,2158,87,47
2432,18111,3593,7988,4313,1497,720,21192,3327,4676,2694,3501,2337,2069,1195,449,944,5778,109,47
2433,5578,1432,2103,1439,400,204,6471,1088,1240,973,1149,818,526,278,77,322,1724,135,47
2434,38880,5181,14640,11541,4461,3057,44760,5664,8428,5020,7019,5434,5026,3068,1396,3705,10141,145,47
2435,70006,11082,22615,21062,9433,5814,84593,11049,16259,8466,12850,10619,10755,6237,2189,6169,23183,11,47
2436,8549,1503,3929,2278,419,420,9836,1226,2023,1203,1517,1126,1198,752,220,571,2473,121,47
2437,43565,7850,17821,10739,4580,2575,51213,7189,9681,5332,9154,5934,6311,3581,1426,2605,14751,63,47
2438,12427,2381,5614,2896,966,570,14479,2037,2628,1773,2754,1921,1538,986,222,620,4184,75,47
2439,5714,1304,2647,1149,474,140,6680,1051,1371,806,1056,802,759,389,129,317,1832,83,47
2440,60140,6367,21830,19513,8403,4027,70252,8267,12028,6854,10535,8766,10100,5932,1990,5780,20526,119,47
2441,13463,3064,6285,2930,729,455,15642,2617,3061,1755,2549,1879,1520,1122,348,791,4259,173,47
2442,18652,3700,7990,4558,1568,836,21478,3177,4116,2867,3630,2191,2397,1239,449,1412,5376,71,47
2443,117962,9615,34728,42673,21201,9745,147560,20789,23947,11631,20809,17514,21343,13720,5408,12399,51921,125,47
2444,35020,5971,15092,8817,3379,1761,41422,6238,6842,4076,6574,5370,5322,2777,1213,3010,12128,43,47
2445,15609,2902,7900,3608,742,457,18237,4480,3696,1748,2525,1830,1886,804,286,982,4182,129,47
2446,9312,2493,3809,1988,647,375,10884,2041,2486,1688,1764,1023,960,540,96,286,2996,61,47
2447,32041,6991,13224,8067,2407,1352,37617,5732,7238,5214,5912,4575,4055,2386,978,1527,9991,123,47
2448,23243,3491,10852,5214,2074,1612,26678,3369,4665,3636,4822,3346,3166,1647,653,1374,6768,79,47
2449,25364,5332,11393,5749,1793,1097,29220,3426,6521,4060,5454,3281,3084,1584,501,1309,7265,29,47
2450,9854,2049,4085,2438,805,477,11574,1686,2044,1265,2053,1715,1337,712,190,572,3551,33,47
2451,13623,2847,5906,3016,1214,640,15892,2522,2405,1973,2692,1948,1964,1032,391,965,4255,41,47
2452,5666,1502,2618,1013,306,227,6628,2802,1029,695,668,529,428,186,143,148,1150,95,47
2453,300733,27332,77908,85694,66004,43795,372139,44675,65299,34540,53185,43573,46858,29688,11031,43290,96336,93,47
2454,8530,1435,3656,2415,711,313,9849,1382,1969,1134,1776,1328,1113,448,151,548,2559,101,47
2455,36911,5923,16027,9291,3647,2023,43289,5799,8821,5291,7225,5129,4811,2673,931,2609,11282,107,47
2456,21771,3200,9455,6192,2104,820,25595,3306,4011,2464,4239,3836,3498,2120,754,1367,7527,117,47
2457,21400,3626,9065,5368,2179,1162,25180,3390,4508,3088,4650,3223,3051,1475,406,1389,6745,131,47
2458,22093,5020,8113,5825,2011,1124,26360,3304,5594,3191,4283,2978,2921,1638,685,1766,7442,143,47
2459,14877,3260,6735,3640,650,592,17593,2443,4102,2211,3177,1861,2101,841,251,606,5304,151,47
2460,40435,5483,16239,12524,3826,2363,48771,7368,7613,4378,7066,5531,6430,4175,1495,4715,15594,167,47
2461,53674,7550,17965,15406,7217,5536,62448,7748,10943,6065,11219,7253,7231,3876,1772,6341,15940,1,47
2462,25448,4197,9899,6748,2959,1645,30314,4298,5309,3262,4650,3813,4149,2177,619,2037,9074,45,47
2463,12735,2855,5639,2747,936,558,14864,1867,3743,2479,2373,1631,1457,604,194,516,3874,49,47
2464,33168,5120,12678,9472,3751,2147,39288,4684,7291,4504,7257,4917,4764,2701,901,2269,12046,53,47
2465,247228,28016,68764,75124,48601,26723,292141,33854,51224,27861,45056,33146,39206,22828,8129,30837,74355,65,47
2466,18313,3949,8715,3650,1233,766,21671,5619,3709,2713,3521,2090,1914,1125,391,589,5021,69,47
2467,37341,5464,12576,9522,5991,3788,42664,5277,6967,4084,6424,5632,5101,3492,1273,4414,10225,105,47
2468,12097,2360,4900,3526,798,513,13992,1962,2268,1455,2611,1849,1763,750,424,910,3415,139,47
2469,185540,16978,52917,56621,41285,17739,236274,28876,36634,19123,33113,26690,35297,24107,8499,23935,74565,149,47
2470,13197,2132,6330,3259,903,573,15543,2209,2701,1600,2381,1980,2278,1084,385,925,4578,159,47
2471,18577,3223,8324,4737,1511,782,21543,3166,4351,2662,4047,2582,2228,1376,269,862,5839,185,47
2472,88039,8153,26186,27565,18391,7744,103190,11774,14485,8799,12925,11247,16057,10169,3705,14029,31102,189,47
2473,113348,16194,40169,32095,15032,9858,131310,14822,24565,15232,23429,15941,14612,9225,3379,10105,30898,163,47
2474,13171,2255,5356,3598,1329,633,15095,1594,2788,2317,3048,1806,1512,1145,282,603,3372,171,47
2475,27431,5673,11686,6134,2352,1586,32263,4573,5076,4105,6449,4071,3942,2010,702,1335,9578,177,47
2476,86310,9403,25929,23464,16158,11356,105948,11903,20832,11814,17425,12441,12096,7687,3300,8450,24712,179,47
2477,21476,3431,8419,5153,2868,1605,28347,4031,6412,3437,4514,3127,3480,1618,568,1160,6616,183,47
2478,11827,2037,5658,2615,976,541,13622,2004,2912,1692,2161,1717,1320,758,315,743,3209,5,47
2479,10989,2946,4433,2249,791,570,12528,2569,2544,1186,2192,1159,1241,626,399,612,2320,7,47
2480,28593,7061,11780,6388,2115,1249,33193,4785,6655,4749,5630,3613,3879,1795,423,1664,8130,13,47
2481,9834,1527,4675,2435,791,406,11361,1366,2072,1143,1782,1550,1637,908,401,502,2957,15,47
2482,36721,4925,13922,10923,4414,2537,43285,4990,7876,4578,7289,5592,5637,2994,1155,3174,13031,31,47
2483,28528,3702,9762,8667,4233,2164,32725,4984,4846,2928,4838,3642,3574,3036,1323,3554,7969,47,47
2484,4776,1092,2033,1164,273,214,5490,861,1332,732,851,612,508,239,107,248,1350,67,47
2485,40470,6866,17465,10813,3582,1744,46847,5790,9191,5883,8776,5418,5373,3013,1005,2398,11711,73,47
2486,13489,3080,5546,3396,1029,438,15329,2244,3742,2247,2629,1611,1583,477,252,544,3029,91,47
2487,23620,4054,9707,5545,2865,1449,27352,3666,4733,3098,4177,3824,3443,1934,533,1944,7504,103,47
2488,15655,3303,7427,3418,871,636,18487,2487,3680,2367,2886,2763,1866,1290,372,776,5686,111,47
2489,4566,580,1879,1218,595,294,5271,652,763,498,824,737,760,399,279,359,1262,127,47
2490,46223,6137,18279,13435,5617,2755,54561,6690,8199,4566,8052,7686,8352,4676,1659,4681,17030,147,47
2491,28183,4051,10860,7476,3446,2350,34403,4260,6825,4002,5343,3918,4184,2145,960,2766,8556,51,47
2492,90409,10239,31743,27312,13897,7218,105600,12027,18858,11144,16522,12920,13158,8132,3442,9397,26505,9,47
2493,27319,3801,10444,7773,3514,1787,32190,3838,5410,2412,4950,4167,4562,3181,1011,2659,9209,21,47
2494,41355,7232,16789,10936,4166,2232,47670,6220,10211,6804,8087,5892,5171,2476,779,2030,10830,19,47
2495,16468,3156,7416,4070,1269,557,19070,2639,3856,2088,3155,2729,2156,1109,517,821,4806,57,47
2496,20447,3148,9131,5148,1973,1047,23997,3070,4177,2720,4434,2866,2987,1733,749,1261,6088,55,47
2497,17960,4454,8000,3963,954,589,21433,5102,4185,2428,2938,2381,2348,928,438,685,6162,97,47
2498,28675,5500,12473,7198,2035,1469,33742,5146,5844,4002,5977,4611,3849,2097,759,1457,10664,99,47
2499,64697,7257,22150,18393,11038,5859,79463,12048,14126,8093,12044,9487,10311,5655,1716,5983,22261,113,47
2500,20220,3790,7765,6035,1716,914,23372,2798,4701,2921,3555,2312,2868,1817,880,1520,6062,115,47
2501,15314,3126,7019,3177,1298,694,17850,2549,3309,2312,3183,2279,2166,1194,287,571,5026,133,47
2502,3950,1031,1616,1027,185,91,4329,341,951,393,1014,644,474,323,28,161,924,137,47
2503,119289,12400,37494,37735,21302,10358,140776,15757,21294,11723,20389,17445,19667,12881,4816,16804,42513,165,47
2504,12263,2580,5478,2846,781,578,14250,3237,2614,1785,2480,1337,1287,643,245,622,3020,181,47
2505,5999,1209,2397,1480,645,268,7240,1058,1481,698,1045,1043,618,663,182,452,1866,169,47
2506,137338,6152,19744,31640,50465,29337,164056,22454,22446,9744,15889,12659,16669,13667,6781,43747,59126,187,47
2507,30826,5752,12592,7657,3360,1465,36777,4905,6150,3602,6755,5168,4421,2854,820,2102,12061,3,47
2508,5600,1297,2530,1058,368,347,6410,1050,1440,824,1111,757,546,360,90,232,1517,27,47
2509,49161,8438,21064,12301,4743,2615,57645,6890,11686,6834,11038,7262,6855,3408,1095,2577,13396,59,47
2510,44068,6796,16746,12337,5237,2952,49529,5290,9123,5961,9144,6865,5856,3433,1064,2793,10394,35,47
2511,607366,75338,164612,181701,113166,72549,740172,113651,121626,69721,107699,83693,83223,58636,23588,78335,236764,157,47
2512,4160,799,1997,953,211,200,4804,639,908,681,788,667,493,317,123,188,1065,175,47
2513,22478,4801,9112,5646,1679,1240,26668,3775,6243,3344,4566,2850,2904,1460,532,994,6041,25,47
2514,19337,3676,7769,5115,1904,873,22551,3567,3853,2234,3912,2842,2762,1763,614,1004,6444,77,47
2515,17137,3650,7471,4135,1196,685,20257,3827,4093,2157,3221,2319,2287,1066,436,851,5318,81,47
2516,12890,2182,5721,3371,921,695,15075,2236,2922,1550,2529,1570,1918,935,359,1056,3869,85,47
2517,37176,6157,14243,10744,3653,2379,44206,5014,8860,5180,7755,5020,5230,3495,953,2699,10778,89,47
2518,48159,7056,18137,11025,7615,4326,62377,11011,11569,7091,10436,6412,6720,3886,1252,4000,15868,141,47
2519,10320,1744,4213,2868,882,613,11960,1340,2679,1170,1869,1410,1305,1113,445,629,3250,153,47
2520,67341,11142,24542,19545,7853,4259,78936,7342,15432,10117,13880,10505,9721,6132,1637,4170,20049,155,47
2521,9417,1187,4006,2800,909,515,10940,1266,2218,1387,1617,1160,1440,728,422,702,2827,161,47
2522,37590,4646,14314,12330,4357,1943,44645,7455,6355,3708,6015,5116,4790,3755,1601,5850,13861,199,48
2523,4333,1319,1427,1055,377,155,4981,838,1049,501,781,663,481,302,129,237,978,207,48
2524,24729,4989,8567,7991,2271,911,29770,6988,4796,2778,3957,3598,2558,2047,713,2335,7972,227,48
2525,11682,2006,4645,3176,1381,474,13800,1994,1981,1547,2556,1719,1590,856,194,1363,3849,289,48
2526,3346,572,938,1067,502,267,3941,433,695,563,644,459,530,269,67,281,1067,333,48
2527,13601,2351,4935,4107,1461,747,15685,2139,2729,1690,2152,1960,1828,1095,552,1540,4446,337,48
2528,9862,1227,4737,3026,668,204,11864,2080,2365,1543,2103,940,1020,656,274,883,2948,351,48
2529,15842,2397,5179,5941,1599,726,18868,2790,3239,1996,2934,1887,1959,1662,541,1860,5615,365,48
2530,9773,3687,2705,2448,683,250,12015,3276,2564,1101,1226,1001,989,819,242,797,3315,389,48
2531,8040,1128,3434,2319,749,410,8894,1081,2240,905,1815,1031,819,423,187,393,1871,403,48
2532,2077,557,521,554,340,105,2495,361,410,295,313,293,318,220,76,209,704,421,48
2533,5034,1155,1733,1493,507,146,5963,1299,1291,593,788,676,607,377,43,289,1930,437,48
2534,59772,9272,20615,18481,7264,4140,72420,10862,13874,8216,10299,7025,7636,5724,2255,6529,21615,231,48
2535,8177,1364,3104,2346,964,399,9880,1384,1678,1049,1799,1268,1216,681,282,523,3360,63,48
2536,3408,993,930,942,426,117,4185,832,583,374,657,539,462,336,71,331,1621,195,48
2537,98048,11580,29428,30744,17245,9051,118778,17200,16950,9278,15912,11991,14944,11935,4919,15649,39240,187,48
2538,7446,790,3017,2307,953,379,8599,981,1652,928,1267,1098,1002,576,327,768,2201,77,48
2539,4340,832,1693,1076,561,178,4798,1819,443,221,532,439,623,316,78,327,1253,205,48
2540,23911,4508,8080,7402,2628,1293,28296,3638,5421,3238,4830,3262,3298,1857,802,1950,8219,217,48
2541,16048,3146,5466,5219,1572,645,19055,2935,3789,2234,2990,2476,1902,1272,472,985,5288,293,48
2542,37299,6431,10697,10766,5756,3649,52484,8282,12529,4824,7524,5455,5570,3743,1131,3426,15308,347,48
2543,6073,1741,2054,1301,747,230,7461,1173,1255,645,1179,1104,815,546,182,562,2872,369,48
2544,84550,8943,23397,29427,16056,6727,100420,13921,14517,7998,13530,10135,11508,9075,3883,15853,31094,367,48
2545,4517,2145,822,636,608,306,5488,892,1584,789,587,504,564,288,40,240,2022,377,48
2546,29286,9558,7489,6946,3772,1521,37148,6732,8069,3611,5535,3442,3963,2195,818,2783,14194,465,48
2547,1567,573,530,323,104,37,1811,274,452,255,325,212,132,55,40,66,529,109,48
2548,92135,23063,27132,28081,10084,3775,115972,16944,18249,9770,16009,12105,14004,10138,4027,14726,46575,135,48
2549,5062,2125,1399,1022,412,104,5826,1840,946,443,852,456,567,318,67,337,1140,169,48
2550,936,235,220,244,187,50,1180,164,285,51,196,83,113,75,41,172,346,173,48
2551,18776,3939,6661,5599,1703,874,22299,6149,3244,1846,2692,2293,2443,1307,509,1816,6135,185,48
2552,795223,89336,135671,192840,240380,136996,949699,128143,122081,63916,117686,101444,121551,88785,37385,168708,266735,453,48
2553,594927,37831,89904,164137,194541,108514,711694,112707,85579,40746,67392,58635,76144,69659,32458,168374,245768,85,48
2554,56963,10744,17815,18867,6426,3111,68748,10406,13275,6851,11651,7081,8278,5292,1910,4004,22838,5,48
2555,2062,465,665,610,221,101,2407,154,623,279,367,406,294,151,30,103,737,87,48
2556,1061,261,349,274,114,63,1182,114,312,109,230,93,175,74,13,62,401,101,48
2557,115173,12644,25458,34952,27823,14296,156734,21169,28573,11988,19881,16420,20067,14275,5152,19209,45427,209,48
2558,8451,2225,2714,2123,945,444,10224,1369,2106,1007,1553,1376,1349,587,253,624,3777,279,48
2559,2266,422,769,649,314,112,2692,329,407,225,329,408,284,240,108,362,955,295,48
2560,64,13,21,27,3,0,67,4,16,3,5,9,12,3,5,10,7,301,48
2561,23972,5396,7891,7158,2547,980,28851,4127,5281,2942,5130,2832,2774,2329,937,2499,9547,321,48
2562,10631,3234,3888,2484,696,329,12569,3551,2017,1029,1590,1130,1221,815,260,956,3820,371,48
2563,11278,1997,4056,3529,1170,526,13367,1839,2488,1328,2012,1718,1498,907,379,1198,4045,395,48
2564,58304,4817,11851,18333,15356,7947,70060,10169,8388,5005,7071,5603,8507,7245,2567,15505,25061,397,48
2565,36180,7380,11165,12032,3855,1748,42783,7993,7648,4229,6273,4548,4206,3277,1000,3609,12309,401,48
2566,82140,10447,24485,27441,13250,6517,107074,11601,20621,10245,18207,13301,13099,7591,3137,9272,33215,441,48
2567,1116,201,338,354,178,45,1319,149,211,185,226,145,123,163,20,97,319,447,48
2568,10599,1747,4027,3582,878,365,12012,1777,2336,1577,1989,1506,1310,731,102,684,2943,455,48
2569,45996,7560,17216,11904,6546,2770,61877,25916,7432,3783,6529,5004,6625,2814,942,2832,10720,471,48
2570,31470,4575,10974,10893,3719,1309,36339,4663,6711,3885,6069,4437,3985,2730,909,2950,8456,499,48
2571,16297,2126,5060,5236,2588,1287,18329,1871,3612,1712,2710,2006,2216,1506,694,2002,3682,19,48
2572,18258,2994,5205,6499,2251,1309,20975,1959,4415,2218,4040,2104,2347,1576,389,1927,4709,7,48
2573,4763,812,1743,1326,581,301,5823,1773,821,422,629,797,677,292,156,256,1424,75,48
2574,1820,611,539,478,125,67,2247,339,563,244,232,280,255,158,61,115,811,79,48
2575,2406,363,851,697,336,159,2740,280,490,369,376,377,361,255,48,184,600,81,48
2576,89549,6984,22607,27739,21295,10924,104806,13519,15393,7568,13634,10718,12021,10077,4437,17439,29688,91,48
2577,47102,5562,13417,20882,5159,2082,60144,13447,8890,4186,9901,6684,7851,4010,1988,3187,18263,99,48
2578,2488,600,631,692,482,83,3039,346,602,230,277,375,456,192,125,436,1325,211,48
2579,16647,3065,6164,5008,1830,580,19203,4910,3363,2503,2653,2012,1902,691,369,800,4326,225,48
2580,12664,4386,3083,3503,1327,365,16063,2498,2610,1079,2074,2353,2463,1310,480,1196,6976,341,48
2581,31447,7157,9267,10113,3170,1740,37724,5144,7220,3716,6487,5027,4498,2079,966,2587,12563,349,48
2582,76469,17923,23244,23996,7824,3482,92729,18052,14597,9645,15101,11009,9421,6506,1955,6443,33501,375,48
2583,6140,1226,2412,1758,531,213,7001,1269,1475,794,1190,690,656,424,137,366,1701,405,48
2584,11184,2455,3595,3275,1258,601,13669,2607,2668,1046,1685,1352,1551,902,404,1454,4360,415,48
2585,2232,332,563,725,449,163,2707,334,582,245,346,344,363,214,54,225,802,417,48
2586,34979,17896,8311,5384,2467,921,45772,9412,13702,5948,6176,3514,3072,1940,634,1374,21092,427,48
2587,793,128,341,225,71,28,849,49,131,122,167,102,99,51,28,100,258,433,48
2588,2224,485,835,657,145,102,2645,520,370,161,337,366,267,241,76,307,1077,461,48
2589,53159,10236,15382,16765,7527,3249,63361,10496,9410,5264,8972,7779,7203,5818,2354,6065,20592,21,48
2590,25710,3699,9749,7693,3183,1386,30795,5198,5375,3007,4901,3912,3508,2168,825,1901,8464,49,48
2591,2079,517,609,689,167,97,2517,377,578,386,379,223,305,95,60,114,727,191,48
2592,22180,6052,7801,6280,1263,784,26844,9267,4466,2249,3332,1952,2224,1381,648,1325,6972,25,48
2593,7185,937,2303,2522,1031,392,8566,1182,1423,1023,1724,801,888,608,269,648,2582,159,48
2594,11490,4020,4001,2642,648,179,15408,4027,4067,1640,1605,1194,1101,531,381,862,4376,163,48
2595,2889,750,827,973,213,126,3569,688,642,257,511,198,326,378,115,454,1515,103,48
2596,14175,1608,3836,5877,1871,983,16606,2215,3032,1389,2244,1797,2137,1255,675,1862,4788,281,48
2597,5832,1229,1862,1809,671,261,6561,733,1315,687,1005,708,997,516,222,378,1933,307,48
2598,3071,344,1057,1048,424,198,3527,334,879,272,543,490,474,216,79,240,857,319,48
